Name: 
MZ: 0
MASSTOLERANCE: 0
SCAN RETENTIONTIME BASEMZ INTENSITY
50 0.354311317205429 149.02278137207 84349.625
51 0.361114382743835 149.02278137207 82297
52 0.367900758981705 149.02278137207 81157.25
53 0.374687284231186 149.02278137207 82455.75
54 0.381490409374237 149.02278137207 88505.4375
55 0.388276726007462 149.02278137207 101112.25
56 0.395079880952835 200.127059936523 123069.9375
57 0.401866137981415 200.127059936523 154654.3125
58 0.408652573823929 200.127059936523 192539.0625
59 0.415455609560013 200.127059936523 230660.1875
60 0.422242134809494 200.127059936523 260779.3125
61 0.429045110940933 200.127059936523 275499.75
62 0.435831665992737 200.127059936523 271605.25
63 0.442617923021317 200.127059936523 252881.6875
64 0.44942107796669 200.127059936523 224447.75
65 0.456207424402237 200.127059936523 193410.875
66 0.462977260351181 149.02278137207 165363.125
67 0.469796895980835 149.02278137207 142019.375
68 0.476583421230316 149.02278137207 124461.5625
69 0.483386516571045 149.02278137207 111676.1875
70 0.490172833204269 149.02278137207 102704.5
71 0.496942639350891 149.02278137207 96151.4375
72 0.503762364387512 149.02278137207 91045.875
73 0.510548710823059 149.022766113281 87127.1875
74 0.517351806163788 149.022766113281 83903.75
75 0.524138331413269 149.022766113281 81407.125
76 0.530924677848816 149.022766113281 79577.8125
77 0.5377277135849 149.022766113281 78890.375
78 0.544514417648315 149.022766113281 80257.75
79 0.551300466060638 149.022766113281 83959.5625
80 0.558103561401367 149.022766113281 90123.3125
81 0.564890027046204 149.022766113281 96934.125
82 0.571693122386932 292.181671142578 101860.25
83 0.578479528427124 149.022766113281 103867.4375
84 0.585265874862671 149.022766113281 102341.3125
85 0.5920689702034 149.022766113281 98704.8125
86 0.598855555057526 149.022766113281 94960
87 0.612394869327545 149.022766113281 91902.625
88 0.619181334972382 149.022766113281 89858.25
89 0.62598443031311 149.022766113281 88648.0625
90 0.632770836353302 149.022766113281 87736
91 0.639557182788849 149.022766113281 86857.875
92 0.646360218524933 149.022766113281 86030.375
93 0.653146624565125 149.022766113281 85119.4375
94 0.659949719905853 149.022766113281 84270.8125
95 0.666736304759979 149.022766113281 83676.4375
96 0.673505902290344 149.022766113281 83289.125
97 0.680325746536255 149.022766113281 83080.5
98 0.687112033367157 149.022766113281 83021.1875
99 0.693915128707886 149.022766113281 82820.8125
100 0.700701653957367 149.022766113281 82561.5625
101 0.707488059997559 149.022766113281 82322.75
102 0.714291095733643 149.022766113281 81961.75
103 0.721077501773834 149.022766113281 81615.6875
104 0.727880597114563 149.022766113281 81307.875
105 0.734666883945465 149.022766113281 80972.3125
106 0.741453289985657 149.022766113281 80810.8125
107 0.748256385326385 149.022766113281 80870.75
108 0.755042791366577 149.022766113281 81155.8125
109 0.761829316616058 149.022766113281 81427
110 0.768632352352142 149.022766113281 81563.4375
111 0.775418519973755 149.022766113281 81614.75
112 0.782405197620392 149.022766113281 81198.375
113 0.789274990558624 149.022766113281 80889.9375
114 0.796061336994171 149.022766113281 80610.0625
115 0.802847743034363 149.022766113281 80264.9375
116 0.809650897979736 149.022766113281 80385.9375
117 0.816437423229218 149.022766113281 80469.75
118 0.823223769664764 149.022766113281 80619.9375
119 0.830026924610138 149.022750854492 80747.9375
120 0.836813271045685 149.022750854492 80704.4375
121 0.843616306781769 149.022750854492 80718.625
122 0.850402772426605 149.022750854492 80773.5625
123 0.85717248916626 149.022750854492 80771.3125
124 0.863992154598236 149.022750854492 80557.9375
125 0.870778620243073 149.022750854492 80211.0625
126 0.877581655979156 149.022750854492 79648.8125
127 0.884368062019348 149.022750854492 79665.8125
128 0.891154408454895 149.022750854492 80028.875
129 0.897957503795624 149.022750854492 80447.6875
130 0.911496937274933 149.022750854492 81109.375
131 0.918283462524414 149.022750854492 80923.25
132 0.925086617469788 149.022750854492 80741.3125
133 0.931872844696045 149.022750854492 80737.125
134 0.938659310340881 149.022750854492 80578.1875
135 0.94546240568161 149.022750854492 80808.8125
136 0.952248752117157 149.022750854492 80817
137 0.959051966667175 149.022750854492 80629.625
138 0.965838372707367 149.022750854492 80563.5
139 0.972608029842377 149.022750854492 80624.4375
140 0.979427933692932 149.022750854492 80864.0625
141 0.986214101314545 149.022750854492 81279.5625
142 0.993017673492432 149.022750854492 81575.375
143 0.99980366230011 149.022750854492 81791
144 1.00657343864441 149.022750854492 81672.125
145 1.01339316368103 149.022750854492 81081.1875
146 1.02017962932587 149.022750854492 80521.75
147 1.02696597576141 149.022750854492 79558.25
148 1.0337690114975 149.022750854492 78734.25
149 1.04055535793304 149.022750854492 78359.6875
150 1.04735851287842 149.022750854492 77871.0625
151 1.05414485931396 149.022750854492 78174.25
152 1.06093144416809 149.022750854492 78809.8125
153 1.06773447990417 149.022750854492 79438.8125
154 1.07452082633972 149.022750854492 80714.75
155 1.08130729198456 149.022750854492 81718.9375
156 1.08811032772064 149.022750854492 82893.5625
157 1.09489667415619 149.022750854492 84378.25
158 1.10169982910156 149.022750854492 85683.5
159 1.1084862947464 149.022750854492 87491.5
160 1.1152560710907 149.022750854492 89505.125
161 1.12207579612732 149.022750854492 91720.375
162 1.12886214256287 149.022750854492 94230.875
163 1.13566517829895 149.022750854492 96542.125
164 1.14245164394379 149.022750854492 98415.6875
165 1.14923810958862 149.022735595703 99818.875
166 1.156041264534 149.022735595703 100744.8125
167 1.16282761096954 149.022735595703 101527.1875
168 1.16963064670563 149.022735595703 102576.6875
169 1.17641699314117 149.022735595703 103944.0625
170 1.18320345878601 149.022735595703 105356
171 1.19000649452209 331.173400878906 105955.875
172 1.19679284095764 149.022735595703 105497.625
173 1.21033239364624 331.173370361328 103536.125
174 1.21711885929108 331.173370361328 100080.875
175 1.22392189502716 149.022735595703 96009
176 1.23070824146271 149.022735595703 91568.25
177 1.23751127719879 149.022735595703 87463.4375
178 1.24429774284363 149.022735595703 84320.3125
179 1.25108420848846 149.022735595703 82117.25
180 1.25788724422455 149.022735595703 80908
181 1.26467370986938 149.022735595703 80649.375
182 1.27146005630493 149.022735595703 81228.8125
183 1.27826309204102 149.022735595703 82827.8125
184 1.28504943847656 149.022735595703 85544.75
185 1.29185259342194 149.022735595703 89042.5
186 1.29863917827606 149.022735595703 93105.4375
187 1.30540871620178 149.022735595703 97063
188 1.31222856044769 149.022735595703 100183.125
189 1.31901490688324 149.022735595703 102548.5
190 1.32581806182861 149.022735595703 103989.3125
191 1.33260440826416 149.022735595703 104778.625
192 1.339390873909 149.022735595703 105591.875
193 1.34619390964508 149.022735595703 106413.0625
194 1.35298037528992 149.022735595703 107412.625
195 1.35976672172546 149.022735595703 108399.9375
196 1.36656975746155 149.022735595703 108786.1875
197 1.37335622310638 149.022735595703 108337.75
198 1.38015925884247 149.022735595703 106554.1875
199 1.38694560527802 149.022735595703 103512.8125
200 1.39373219013214 149.022735595703 99557.75
201 1.40053534507751 149.022735595703 95081
202 1.40732157230377 149.022735595703 90856.8125
203 1.41410791873932 149.022735595703 87299.75
204 1.4209109544754 149.022735595703 84470.5625
205 1.42769742012024 149.022735595703 82490.5
206 1.43450057506561 149.022735595703 81040.6875
207 1.44128704071045 149.022735595703 79764.4375
208 1.44805669784546 149.022735595703 78698.3125
209 1.45487642288208 149.022735595703 77394.3125
210 1.46166288852692 149.022735595703 76028.375
211 1.46846604347229 149.022735595703 74936.0625
212 1.47525227069855 149.022735595703 73986.9375
213 1.48203873634338 149.022735595703 73688.1875
214 1.48884177207947 149.022735595703 74049.9375
215 1.49562835693359 149.022735595703 74699.875
216 1.50916767120361 149.022735595703 75848.1875
217 1.51595413684845 149.022735595703 77074.25
218 1.52275717258453 149.022735595703 78096.375
219 1.52954351902008 149.022735595703 79049.375
220 1.53634667396545 149.022735595703 79823.6875
221 1.54313325881958 149.022735595703 80460.0625
222 1.54991948604584 149.022735595703 80903.875
223 1.55672252178192 149.022735595703 81367.25
224 1.56350898742676 149.022735595703 81643.375
225 1.5702953338623 149.022735595703 81795.4375
226 1.57709848880768 149.022735595703 82320.3125
227 1.58388495445251 149.022735595703 83326.875
228 1.5906879901886 149.022735595703 85592
229 1.59747433662415 149.022735595703 90013
230 1.60424411296844 149.022735595703 96266.1875
231 1.61106383800507 149.022720336914 104054.375
232 1.6178503036499 149.022720336914 113138.4375
233 1.62465333938599 208.132385253906 121876.9375
234 1.63143980503082 208.132385253906 130665.8125
235 1.63822627067566 163.074188232422 139313.4375
236 1.64502930641174 208.132385253906 146178.625
237 1.65181565284729 208.132385253906 151704.25
238 1.65860199928284 163.074188232422 153899.25
239 1.66540539264679 208.132385253906 151929.8125
240 1.67219150066376 208.132385253906 145898.875
241 1.67899537086487 208.132385253906 135986.5
242 1.68582880496979 208.132385253906 124291.875
243 1.69256734848022 149.022720336914 112441.0625
244 1.6993705034256 149.022720336914 103009.875
245 1.70615696907043 149.022720336914 96430.4375
246 1.71292674541473 149.022720336914 92689.9375
247 1.71974635124207 149.022720336914 91264.5625
248 1.72653293609619 149.022720336914 90704.25
249 1.73333597183228 149.022720336914 90676.375
250 1.74012231826782 149.022720336914 90709.4375
251 1.74689197540283 149.022720336914 90564.75
252 1.75371181964874 149.022720336914 90601.875
253 1.76049828529358 149.022720336914 90773.1875
254 1.76730144023895 149.022720336914 90878.5
255 1.7740877866745 149.022720336914 91386.9375
256 1.78085744380951 149.022720336914 91668.0625
257 1.78767716884613 149.022720336914 91875
258 1.79446351528168 149.022720336914 92286.375
259 1.80800294876099 149.022720336914 92459.5625
260 1.81478941440582 149.022720336914 92742.5
261 1.8215925693512 149.022720336914 93017.4375
262 1.82837903499603 149.022720336914 93243.8125
263 1.83518207073212 149.022720336914 93363.8125
264 1.84196841716766 149.022720336914 93572.5
265 1.84875476360321 149.022720336914 94012.5
266 1.85555779933929 149.022720336914 94849.375
267 1.86234438419342 149.022720336914 97397.125
268 1.86913084983826 149.022720336914 103568.3125
269 1.87593388557434 149.022720336914 116061.1875
270 1.88272023200989 149.022720336914 138362.375
271 1.88952326774597 290.138763427734 172051.3125
272 1.89630973339081 290.138763427734 212273.4375
273 1.90307950973511 290.138763427734 251660.375
274 1.90989923477173 290.138763427734 278604.9375
275 1.91668570041656 290.138763427734 283796.875
276 1.92345523834229 290.138763427734 268464.6875
277 1.9302750825882 290.138763427734 236972.625
278 1.93710958957672 290.138763427734 200363.3125
279 1.94386458396912 290.138763427734 167699.3125
280 1.95065093040466 149.022720336914 142266.75
281 1.95743751525879 149.022720336914 126266.375
282 1.96425712108612 149.022720336914 117044.25
283 1.97102701663971 149.022720336914 112538.625
284 1.97783005237579 149.022720336914 110864.75
285 1.98461639881134 149.022720336914 110113.3125
286 1.99140286445618 149.022720336914 110134.375
287 1.99820590019226 149.022720336914 110334.6875
288 2.00499224662781 149.022720336914 110988.8125
289 2.01177883148193 149.022720336914 111962.1875
290 2.01858186721802 149.022720336914 112830.9375
291 2.02536821365356 149.022720336914 113965.125
292 2.03217196464539 149.022720336914 114842.9375
293 2.03895783424377 149.022720336914 115749.8125
294 2.04572749137878 149.022720336914 116935.4375
295 2.05254721641541 149.022720336914 117973.125
296 2.05933356285095 149.022720336914 119386
297 2.06612014770508 149.022720336914 120968
298 2.07292318344116 149.022720336914 122372.5625
299 2.07970952987671 149.022720336914 123688.5625
300 2.08651256561279 149.022720336914 125271.5625
301 2.09329891204834 149.022720336914 126689.0625
302 2.10061883926392 149.022705078125 128022.0625
303 2.11417579650879 149.022705078125 129865.75
304 2.12092804908752 149.022705078125 131146.9375
305 2.12773132324219 149.022705078125 134392.25
306 2.13451862335205 149.022705078125 144237.9375
307 2.14132070541382 149.022705078125 168500.125
308 2.14810705184937 304.154235839844 213232.375
309 2.15487694740295 304.154235839844 279315.9375
310 2.16169667243958 304.154235839844 352070.75
311 2.16848301887512 304.154235839844 409384.25
312 2.17528605461121 304.154235839844 434235.6875
313 2.18210244178772 304.154235839844 415568
314 2.18885898590088 304.154235839844 366807.375
315 2.19566202163696 304.154235839844 306431.875
316 2.20244836807251 304.154235839844 251363.6875
317 2.20923495292664 304.154235839844 212525.75
318 2.21603798866272 304.154235839844 189091.0625
319 2.22282433509827 149.022705078125 177484.4375
320 2.22962737083435 149.022705078125 172438.9375
321 2.2364137172699 149.022705078125 171306.25
322 2.24320006370544 149.022705078125 171569.1875
323 2.25000333786011 149.022705078125 171954.1875
324 2.25678992271423 149.022705078125 172473.875
325 2.2635760307312 149.022705078125 173160.25
326 2.27037930488586 149.022705078125 173938.75
327 2.27716565132141 149.022705078125 175093.5625
328 2.2839686870575 149.022705078125 176520.3125
329 2.29075503349304 149.022705078125 177591.3125
330 2.29752492904663 149.022705078125 178295.125
331 2.30434441566467 149.022705078125 178658.5
332 2.3111310005188 149.022705078125 178455.3125
333 2.31793403625488 149.022705078125 178402.5
334 2.32472062110901 149.022705078125 178583
335 2.33150672912598 149.022705078125 178700.4375
336 2.33830976486206 149.022705078125 179408.5
337 2.34509634971619 149.022705078125 181288.875
338 2.35188269615173 149.022705078125 189610.4375
339 2.3586859703064 149.022705078125 212825.4375
340 2.36547231674194 318.169189453125 256921.5625
341 2.37227535247803 318.169189453125 322160.8125
342 2.37906169891357 318.169189453125 396902.875
343 2.38584804534912 318.169189453125 448587.0625
344 2.39265108108521 318.169189453125 460779.5
345 2.39943766593933 318.169189453125 427289.875
346 2.41299366950989 318.169189453125 355391.875
347 2.41979217529297 318.169189453125 284956.5
348 2.42658376693726 318.169189453125 229013.9375
349 2.43336963653564 318.169189453125 195123.8125
350 2.44015598297119 149.022689819336 182636.3125
351 2.44695901870728 149.022689819336 176742
352 2.4537456035614 149.022689819336 174604.5
353 2.46054863929749 149.022689819336 173610.125
354 2.46733522415161 149.022689819336 173658.375
355 2.47412133216858 149.022689819336 174157.375
356 2.48092436790466 149.022689819336 174153.875
357 2.48771095275879 149.022689819336 174254.5625
358 2.49451398849487 149.022689819336 174487.75
359 2.50130033493042 149.022689819336 174387
360 2.50808691978455 149.022689819336 175132
361 2.51488995552063 149.022689819336 175746.25
362 2.52167630195618 149.022689819336 176189.75
363 2.52847933769226 149.022689819336 176597.8125
364 2.53526568412781 149.022689819336 176268.3125
365 2.54205226898193 149.022689819336 175882.375
366 2.54885530471802 149.022689819336 175064.375
367 2.55564165115356 149.022689819336 174022.25
368 2.56241130828857 149.022689819336 173300.5625
369 2.56923127174377 149.022689819336 172505.875
370 2.57601761817932 149.022689819336 172062.25
371 2.58280420303345 149.022689819336 171970
372 2.58960700035095 149.022689819336 171749
373 2.59639382362366 149.022689819336 171469.625
374 2.60319805145264 149.022689819336 171099.125
375 2.60998320579529 149.022689819336 171094.6875
376 2.61676955223083 149.022689819336 171423.875
377 2.62357234954834 149.022689819336 171936.75
378 2.63035893440247 149.022689819336 172648.875
379 2.63716197013855 149.022689819336 172465.3125
380 2.6439483165741 149.022689819336 171726.75
381 2.65073490142822 149.022689819336 171084.4375
382 2.65753793716431 149.022689819336 170264.4375
383 2.66432428359985 149.022689819336 169728.5
384 2.67112731933594 149.022689819336 169581.0625
385 2.67791366577148 149.022674560547 169045.75
386 2.68470025062561 149.022674560547 168694.8125
387 2.69150328636169 149.022674560547 168845
388 2.69828963279724 149.022674560547 169533.0625
389 2.71182918548584 149.022674560547 171003.5625
390 2.71861553192139 149.022674560547 172608.6875
391 2.72541856765747 149.022674560547 174153.25
392 2.7322051525116 149.022674560547 174978.75
393 2.73897480964661 149.022674560547 175599.6875
394 2.74579453468323 149.022674560547 175994.875
395 2.75258111953735 149.022674560547 176442.625
396 2.75938391685486 149.022674560547 177140.5625
397 2.76617026329041 149.022674560547 177495.3125
398 2.77294015884399 149.022674560547 178222.4375
399 2.77975988388062 149.022674560547 178878.75
400 2.78654670715332 149.022674560547 179401.3125
401 2.79334926605225 149.022674560547 180058.1875
402 2.80013537406921 149.022674560547 180165.1875
403 2.8069224357605 149.022674560547 179758.875
404 2.813725233078 149.022674560547 179289.3125
405 2.82051157951355 149.022674560547 178711.4375
406 2.82729816436768 149.022674560547 177995.25
407 2.83410120010376 149.022674560547 177363.75
408 2.84088754653931 149.022674560547 177060.9375
409 2.84769058227539 149.022674560547 176957.8125
410 2.85447692871094 149.022674560547 177968.5
411 2.86126327514648 149.022674560547 179968.375
412 2.86806654930115 149.022674560547 182341.375
413 2.87485289573669 149.022674560547 185053.3125
414 2.88163924217224 149.022674560547 187064.75
415 2.8884425163269 149.022674560547 188676.3125
416 2.89522981643677 408.222595214844 190007.875
417 2.90203166007996 408.222595214844 191096.8125
418 2.90881824493408 408.222595214844 192481
419 2.91558790206909 408.222595214844 193936.6875
420 2.92240786552429 408.222595214844 195605.5625
421 2.92919421195984 408.222595214844 197998.875
422 2.93599724769592 408.222595214844 201184.1875
423 2.94278383255005 408.222595214844 204894.25
424 2.9495701789856 452.249481201172 209454.875
425 2.95637321472168 452.249481201172 214679.1875
426 2.96315956115723 452.249450683594 219464.875
427 2.96996259689331 452.246765136719 224029
428 2.97674894332886 452.249450683594 227480.8125
429 2.98353552818298 496.274322509766 229382.75
430 2.99033856391907 496.274322509766 230559.0625
431 2.99712586402893 496.274322509766 230916.0625
432 3.01066422462463 540.303283691406 230862
433 3.01745080947876 540.300354003906 230447.9375
434 3.02425384521484 540.300354003906 229850
435 3.03104019165039 584.32763671875 229633.25
436 3.03784346580505 149.022659301758 229340.4375
437 3.04463005065918 149.022659301758 229355.375
438 3.05141615867615 149.022659301758 230259.625
439 3.05821919441223 149.022659301758 231908.25
440 3.06500577926636 149.022659301758 235455.875
441 3.07177543640137 684.416809082031 241319.25
442 3.07859516143799 149.022659301758 250008.8125
443 3.08538174629211 149.022659301758 262345.8125
444 3.0921847820282 728.441955566406 278643.0625
445 3.09897112846375 395.252166748047 298640.1875
446 3.10574078559875 395.252166748047 319955.9375
447 3.11256051063538 417.264434814453 341403.4375
448 3.1193470954895 417.264434814453 360248.625
449 3.12613344192505 417.264434814453 376791.75
450 3.13293647766113 439.276306152344 391208.3125
451 3.13973951339722 282.086090087891 401245.8125
452 3.14652609825134 282.086090087891 407279.0625
453 3.15331268310547 282.086090087891 405390.8125
454 3.16009879112244 282.086090087891 395314.375
455 3.16690182685852 282.086090087891 380327.1875
456 3.17368841171265 282.086090087891 363366.6875
457 3.18047475814819 287.057769775391 347037.8125
458 3.18727779388428 287.057769775391 333630.625
459 3.19406414031982 287.057769775391 320092.8125
460 3.20086717605591 287.057769775391 304211.25
461 3.20765376091003 287.057769775391 287777.8125
462 3.21442341804504 149.022659301758 272061.9375
463 3.22124481201172 149.022659301758 265392.75
464 3.22802972793579 149.022659301758 274104.0625
465 3.23483276367188 309.090057373047 300668.75
466 3.24161887168884 309.090057373047 341410.8125
467 3.24840545654297 309.090057373047 384178.8125
468 3.25520873069763 309.090057373047 415259.625
469 3.26199507713318 309.090057373047 423923.125
470 3.26879811286926 309.090057373047 409793.875
471 3.27558445930481 309.090057373047 379159.1875
472 3.28237080574036 316.048553466797 342272.75
473 3.28917407989502 316.048553466797 308385.6875
474 3.29596018791199 316.048553466797 280657.4375
475 3.30949974060059 316.048553466797 259983.5625
476 3.31628608703613 149.022659301758 245573.375
477 3.3230893611908 149.024215698242 236674.25
478 3.32987570762634 149.022659301758 232351.75
479 3.33667874336243 149.024215698242 231478.25
480 3.34346508979797 149.022659301758 232579.5
481 3.3502516746521 149.022659301758 234595.75
482 3.35705471038818 149.022659301758 237437.125
483 3.36384129524231 149.022659301758 241410.6875
484 3.37062692642212 149.022659301758 248348.875
485 3.37743067741394 149.022659301758 262661.5
486 3.38421702384949 314.092712402344 286901.375
487 3.39100337028503 314.092712402344 323140.5
488 3.39780640602112 314.092712402344 364408.3125
489 3.40459275245667 314.092712402344 398180
490 3.41139602661133 314.092712402344 414742.1875
491 3.41818237304688 314.092712402344 407363.5
492 3.42555546760559 314.092712402344 384980.4375
493 3.432288646698 314.092712402344 360784.125
494 3.43907523155212 314.092712402344 347132.5625
495 3.44587826728821 314.092712402344 349626.375
496 3.45266461372375 301.072265625 363464.3125
497 3.45946764945984 301.072265625 377458.1875
498 3.46625423431396 301.074462890625 382330.4375
499 3.47304058074951 301.072265625 374901.0625
500 3.4798436164856 301.074462890625 356216.375
501 3.48663020133972 301.074462890625 335254.625
502 3.49343323707581 301.074462890625 317158.875
503 3.50021934509277 149.022659301758 305185.375
504 3.50698924064636 149.022659301758 299796.9375
505 3.51380896568298 228.266738891602 297593
506 3.52062892913818 228.266738891602 297063.875
507 3.52739858627319 228.268646240234 296706.875
508 3.53418493270874 149.022659301758 296477.6875
509 3.54097127914429 149.022659301758 296726.125
510 3.54777431488037 230.246826171875 297321.8125
511 3.55456066131592 149.022659301758 298739.5
512 3.56136417388916 149.022659301758 300462.9375
513 3.56815075874329 149.022659301758 302623.1875
514 3.57493662834167 149.022659301758 305422.375
515 3.58173990249634 149.022659301758 307939.875
516 3.58852624893188 149.022659301758 309801.4375
517 3.59531283378601 304.282684326172 310101
518 3.60888528823853 149.022659301758 309349.75
519 3.61567163467407 149.022659301758 308910.3125
520 3.62247490882874 149.022644042969 310162.375
521 3.62926125526428 149.022644042969 315636.4375
522 3.63606429100037 330.262573242188 328633.875
523 3.64285087585449 330.262573242188 352831.1875
524 3.64963722229004 330.262573242188 392600.9375
525 3.65644025802612 285.078033447266 445101.875
526 3.66322684288025 285.078033447266 501195.3125
527 3.67001295089722 285.078033447266 549615
528 3.67681622505188 285.078033447266 578336.9375
529 3.68360257148743 285.078033447266 586835.4375
530 3.69038891792297 285.078033447266 579759.6875
531 3.69719195365906 285.078033447266 563395.3125
532 3.70402932167053 285.078033447266 542130.0625
533 3.71078157424927 387.180694580078 516151.0625
534 3.71756792068481 387.180694580078 487274.75
535 3.72435426712036 387.180694580078 456958
536 3.73115754127502 387.180694580078 429859.1875
537 3.73794388771057 149.022644042969 409284.4375
538 3.74474692344666 149.022644042969 395430
539 3.75153350830078 149.021102905273 387701
540 3.75831961631775 149.022644042969 384783.25
541 3.76512289047241 149.022644042969 384597.9375
542 3.77190923690796 149.022644042969 387127.375
543 3.77871227264404 149.022644042969 391844.125
544 3.78549861907959 149.022644042969 396760.8125
545 3.79228496551514 149.022644042969 402448.0625
546 3.7990882396698 149.022644042969 405752
547 3.80587458610535 149.022644042969 407305.8125
548 3.81266117095947 149.022644042969 410451.25
549 3.81946420669556 149.022644042969 413407.5625
550 3.8262505531311 252.119735717773 418165.5
551 3.83305358886719 149.022644042969 424759.8125
552 3.83983993530273 327.011749267578 430396.1875
553 3.84660983085632 329.005035400391 438077
554 3.85342955589294 327.007141113281 446525.625
555 3.86021590232849 329.005035400391 457239.6875
556 3.86701893806458 327.009460449219 469477.875
557 3.8738055229187 329.005035400391 481904
558 3.88057518005371 327.009460449219 502127.4375
559 3.88739490509033 327.009460449219 529975.3125
560 3.89418125152588 667.420715332031 574686.875
561 3.90770411491394 579.364440917969 638139.875
562 3.91450715065002 557.347778320313 716572.875
563 3.92131018638611 557.347778320313 805812
564 3.92809653282166 491.309478759766 897780.8125
565 3.93489980697632 491.309478759766 986399.25
566 3.94168615341187 469.296234130859 1071536.9375
567 3.94847249984741 788.484375 1156050.5625
568 3.95542860031128 557.347778320313 1240951.1875
569 3.96232891082764 535.336975097656 1335054.875
570 3.96911525726318 557.350769042969 1430231.3125
571 3.97590160369873 491.309448242188 1515090.0625
572 3.98270463943481 469.296203613281 1577029.3125
573 3.98955821990967 491.309448242188 1600240.375
574 3.99629402160645 469.296173095703 1580618.1875
575 4.00308036804199 788.480773925781 1526015.8125
576 4.0098671913147 788.480773925781 1437567.875
577 4.01667022705078 656.40185546875 1327360.6875
578 4.02345657348633 612.375671386719 1197037.0625
579 4.03025960922241 612.37255859375 1058361.1875
580 4.03704595565796 656.401794433594 929887.75
581 4.04383230209351 612.372497558594 812109.8125
582 4.05063533782959 568.349670410156 722891
583 4.05742168426514 568.349670410156 655441.25
584 4.0641918182373 568.346618652344 606020.875
585 4.07101154327393 612.375671386719 574421.4375
586 4.07779788970947 149.024154663086 552866.6875
587 4.08460092544556 149.021057128906 537272.625
588 4.0913872718811 149.024154663086 525557.0625
589 4.09815692901611 149.024154663086 515672.1875
590 4.10497665405273 225.090362548828 503888.5625
591 4.11176300048828 225.090362548828 495138
592 4.11856603622437 225.092269897461 484617.375
593 4.12535238265991 225.090362548828 474249.625
594 4.13213920593262 149.022598266602 467578.25
595 4.1389422416687 149.022598266602 459719.125
596 4.14572858810425 149.024139404297 454543.625
597 4.15251493453979 149.022598266602 451274.6875
598 4.15931797027588 354.285949707031 448507.25
599 4.16610431671143 337.103912353516 448797.75
600 4.17297506332397 149.059829711914 450390
601 4.17969369888306 354.283538818359 451424.875
602 4.18648052215576 337.103912353516 450583.1875
603 4.19328355789185 354.285919189453 446288.875
604 4.20006990432739 354.285919189453 439277.4375
605 4.21360921859741 354.285919189453 432082.3125
606 4.2204122543335 354.281127929688 425382.6875
607 4.22721529006958 279.228698730469 421759.75
608 4.23400163650513 279.230804443359 421345.5625
609 4.24078798294067 149.024124145508 421799.9375
610 4.24759149551392 149.022567749023 424619
611 4.25437784194946 279.228668212891 427330.9375
612 4.26118135452271 149.022567749023 430228.5
613 4.26796722412109 279.23291015625 434098.25
614 4.27475357055664 149.022567749023 434809.25
615 4.28155660629272 279.23291015625 435923.5
616 4.28834295272827 149.024108886719 435488.75
617 4.29514598846436 149.022567749023 433986.6875
618 4.30193281173706 690.49755859375 435218.625
619 4.30871915817261 690.500915527344 434789.0625
620 4.31552219390869 690.500854492188 434460
